4020001;
02237;2
04216;1
2003724;2
2003738;1
2003740;1
2003741;4
2003743;1
2007918;1
2046643;1
2046819;4
2046820;2
2046821;2
2046822;2
2047621;1
2047866;1
2047930;1
2048261;1
2048294;2
2300082;1
2300142;1
2300166;1
3002924;2
3002927;1
3002932;4
3003557;1
3010001;1
MONTCPRP0020;2
2034870;1
2002716;1
2003687;3
2003739;1
;
4020002;
02237;2
04216;1
2003738;1
2003740;1
2003741;4
2003743;1
2007918;1
2023731;2
2039738;2
2046643;1
2046819;2
2046820;4
2046821;2
2046822;2
2047621;1
2047866;1
2047931;1
2048261;1
2048294;2
2300082;1
2300142;1
2300166;1
3002925;2
3002927;1
3002932;4
3003558;1
3010001;1
MONTCPRP0021;2
2034870;1
2002716;1
2003687;3
2003739;1
;
4020003;
02237;2
04216;1
2003738;1
2003741;5
2003743;1
2007919;1
2023731;2
2039738;2
2046643;1
2046819;2
2046820;3
2046821;3
2046822;2
2047621;1
2047866;1
2047932;1
2048261;1
2048294;2
2300082;1
2300142;1
2300166;1
3002925;2
3002927;1
3002932;4
3010001;1
MONTCPRP0022;2
2034870;1
2003740;1
2002716;1
2003687;3
;
4020004;
02237;2
04216;1
2003693;1
2003739;1
2003741;3
2003742;2
2003744;1
2007919;1
2023731;2
2039738;2
2046643;1
2046820;5
2046821;1
2046822;4
2047621;1
2047868;1
2047932;1
2048261;1
2048294;2
2300082;1
2300142;1
2300166;1
3002925;2
3002928;1
3002932;4
3003560;1
3010001;1
MONTCPRP0023;2
2034870;1
2003687;2
2002717;1
2003740;1
;
4020005;
02237;2
04216;1
2002717;1
2003693;1
2003739;1
2003741;3
2003742;2
2003744;1
2007919;1
2039738;2
2046644;1
2046820;5
2046821;1
2046822;4
2047621;1
2047868;1
2047932;1
2048261;1
2048294;2
2300082;1
2300142;1
2300166;1
3002925;2
3002928;1
3002932;4
3003561;1
3010001;1
MONTCPRP0001;1
MONTCPRP0024;1
2034870;1
2003687;2
2023731;2
2003740;1
;
4020006;
02237;2
04216;1
2002717;1
2003693;1
2003739;1
2003741;1
2003742;5
2003744;1
2007920;1
2039738;2
2046644;1
2046820;4
2046821;1
2046822;3
2046823;2
2047621;1
2047869;1
2047933;1
2048261;1
2048294;2
2300082;1
2300142;1
2300166;1
3002926;2
3002928;1
3002932;4
3003562;1
3010001;1
MONTCPRP0002;1
MONTCPRP0025;1
2034870;1
2003688;2
2023731;2
;
4020007;
02237;2
04216;1
11929;2
2003694;1
2003741;2
2003742;3
2003743;2
2003745;1
2007920;1
2022750;2
2046645;1
2046821;5
2046822;1
2046823;5
2047621;1
2047871;1
2047934;1
2048261;1
2048294;2
2300082;1
2300142;1
2300166;1
3002926;2
3002929;1
3002932;4
3003563;1
3010001;1
MONTCPRP0003;1
MONTCPRP0026;1
2034870;1
2003688;2
2049180;1
;
4020008;
02237;2
04216;1
11929;2
2003694;1
2003741;2
2003742;2
2003743;3
2003745;1
2007921;1
2022750;2
2046645;1
2046821;5
2046823;4
2046824;2
2047621;1
2047871;1
2047935;1
2048261;1
2048294;2
2300142;1
2300166;1
3002926;2
3002929;1
3002932;4
3003564;1
3010001;1
MONTCPRP0004;1
MONTCPRP0027;1
2034870;1
2003688;2
2300082;1
2049180;1
;
4020009;
02237;2
04216;1
2002211;2
2003694;1
2003728;2
2003741;1
2003742;1
2003743;5
2003746;1
2007921;1
2046646;1
2046821;2
2046822;3
2046823;3
2046824;2
2047621;1
2047873;1
2048261;1
2048294;2
2300082;1
2300142;1
2300166;1
3002927;2
3002930;1
3002932;4
3003565;1
3010001;1
MONTCPRP0005;1
MONTCPRP0028;1
2034870;1
2047936;1
2003689;2
2022569;2
2049180;1
;
4020010;
02237;2
04216;1
2002211;2
2003695;1
2003728;2
2003741;1
2003742;1
2003743;3
2003744;2
2003746;1
2007921;1
2034871;1
2046821;2
2046822;3
2046823;1
2046824;5
2047214;1
2047621;1
2047873;1
2048261;1
2048294;2
2300082;1
2300142;1
2300166;1
3002927;2
3002930;1
3002932;4
3003566;1
3010001;1
MONTCPRP0006;1
MONTCPRP0029;1
2047936;1
2022569;2
2003689;2
2049180;1
;
4020011;
02237;3
04216;1
2003694;1
2003741;5
2003742;1
2003743;2
2003744;1
2007920;1
2023731;3
2039738;3
2046644;1
2046820;3
2046821;3
2046822;1
2046823;5
2047621;1
2047879;1
2047938;1
2048115;1
2048261;1
2048294;2
2300143;1
2300167;1
3002925;3
3002928;1
3002932;6
3003567;1
3010001;1
MONTCPRP0023;3
2034870;1
2003687;3
2049180;1
;
4020012;
02237;3
04216;1
2003694;1
2003741;5
2003742;1
2003743;2
2003744;1
2007920;1
2039738;3
2046645;1
2046820;3
2046821;3
2046822;1
2046823;6
2047621;1
2047879;1
2047938;1
2048115;1
2048261;1
2048294;2
2300143;1
2300167;1
3002925;3
3002928;1
3002932;6
3003568;1
3010001;1
MONTCPRP0001;1
MONTCPRP0024;2
2034870;1
2003687;3
2023731;3
2049180;1
;
4020013;
02237;3
04216;1
2003694;1
2003741;2
2003742;3
2003743;3
2003744;1
2007921;1
2039738;3
2046645;1
2046820;3
2046821;3
2046823;4
2046824;3
2047621;1
2047880;1
2047939;1
2048115;1
2048261;1
2048294;2
2300143;1
2300167;1
3002926;3
3002928;1
3002932;6
3003569;1
3010001;1
MONTCPRP0002;1
MONTCPRP0025;2
2034870;1
2003688;3
2023731;3
2049180;1
;
4020014;
02237;3
04216;1
11929;3
2003694;1
2003741;1
2003742;4
2003743;3
2003746;1
2007921;1
2022750;3
2046646;1
2046821;5
2046822;1
2046823;3
2046824;3
2047621;1
2047883;1
2047940;1
2048115;1
2048261;1
2048294;2
2300143;1
2300167;1
3002926;3
3002930;1
3002932;6
3003570;1
3010001;1
MONTCPRP0003;1
MONTCPRP0026;2
2034870;1
2003688;3
2049180;1
;
4020015;
02237;3
04216;1
11929;3
2003695;1
2003741;1
2003742;4
2003743;1
2003744;2
2003746;1
2007921;1
2022750;3
2046646;1
2046821;5
2046822;1
2046823;1
2046824;5
2047621;1
2047883;1
2047940;1
2048115;1
2048261;1
2048294;2
2300143;1
2300167;1
3002926;3
3002930;1
3002932;6
3003571;1
3010001;1
MONTCPRP0004;1
MONTCPRP0027;2
2034870;1
2003688;3
2049180;1
;
4020016;
02237;3
04216;1
2002211;3
2003698;1
2003742;2
2003743;3
2003744;1
2003745;2
2003746;1
2007922;1
2034871;1
2046822;6
2046824;1
2046825;6
2047214;1
2047621;1
2047884;1
2048115;1
2048261;1
2048294;2
2300143;1
2300167;1
3002927;3
3002930;1
3002932;6
3003572;1
3010001;1
MONTCPRP0005;1
MONTCPRP0028;2
2003689;3
2047941;1
2022569;3
2003728;3
2049180;1
;
4020017;
02237;3
04216;1
2002211;3
2003698;1
2003742;1
2003743;4
2003745;2
2003747;1
2007922;1
2034871;1
2046647;1
2046822;5
2046823;1
2046824;1
2046825;5
2047621;1
2047889;1
2048115;1
2048261;1
2048294;2
2300143;1
2300167;1
3002927;3
3002931;1
3002932;6
3003573;1
3010001;1
MONTCPRP0006;1
MONTCPRP0029;2
2003689;3
2003728;3
2047941;1
2022569;3
2049180;1
2003744;1
;
4020018;
02237;3
04216;1
2002211;3
2003698;1
2003742;1
2003743;4
2003745;3
2003747;1
2007923;1
2034872;1
2042060;3
2046647;1
2046822;5
2046823;1
2046825;3
2047621;1
2047889;1
2048115;1
2048261;1
2048294;2
2300143;1
2300167;1
3002927;3
3002931;1
3002932;6
3003574;1
3010001;1
MONTCPRP0007;1
MONTCPRP0030;2
2047942;1
2003689;3
2003728;3
2022569;3
2049180;1
;
4020019;
02237;3
04216;1
2002211;3
2003697;2
2003743;2
2003744;3
2003745;1
2003746;4
2007923;1
2034872;1
2042060;3
2046648;1
2046822;3
2046823;3
2046825;1
2046826;3
2047621;1
2047885;1
2048115;1
2048261;1
2048294;2
2300143;1
2300167;1
3002928;3
3002930;2
3002932;6
3003575;1
3010001;1
MONTCPRP0008;1
MONTCPRP0031;2
2003728;3
2003690;3
2047942;1
2022569;3
2049180;1
;
4020020;
02237;3
04216;1
2002211;3
2003743;2
2003744;3
2003745;1
2003746;4
2007923;1
2034872;1
2042060;3
2046648;1
2046822;3
2046823;3
2046825;1
2046826;3
2047621;1
2047885;1
2048115;1
2048261;1
2048294;2
2300143;1
2300167;1
3002928;3
3002930;2
3002932;6
3003576;1
3010001;1
MONTCPRP0009;1
MONTCPRP0032;2
2003728;3
2022569;3
2003690;3
2047942;1
2003697;2
2049180;1
;
4020021;
02237;3
04216;1
2002211;3
2003691;3
2003743;1
2003744;1
2003745;3
2003746;5
2007924;1
2034872;1
2041434;3
2046648;1
2046822;3
2046823;2
2046824;1
2046826;4
2047621;2
2047887;1
2048115;1
2048261;1
2048294;2
2300143;1
2300167;1
3002929;3
3002930;2
3002932;3
3003577;1
3010001;1
MONTCPRP0010;1
MONTCPRP0033;2
2047943;1
2022569;3
2003728;3
2003697;2
2049180;1
;
4020022;
02237;3
04216;1
2002211;3
2003691;3
2003700;2
2003744;2
2003745;3
2003746;1
2003747;4
2007924;1
2034872;1
2041434;4
2046648;1
2046822;3
2046824;3
2046826;1
2046827;2
2047621;2
2047892;1
2048115;1
2048261;1
2048294;2
2300143;1
2300167;1
3002929;3
3002931;2
3002932;3
3003578;1
3010001;1
